Site,Instagram,Seguidores,Data
dermatologica.com.br,farmaciadermatologica,7740,16:30:41
artesaonato.com.br,accounts,-1,16:30:58
peepou.com.br,peepougram,40000,16:31:21
papelarroz.com.br,ERROR,-1,16:31:46
brmodelismo.com.br,brmodelismo,464,16:31:53
pecck.com.br,pecckoficial,6091,16:32:16
prazerecia.com.br,ERROR_INSTAGRAM,-1,16:32:37
turimex.com.br,turimex.revestimentos,31000,16:32:41
mserviceinformatica.com.br,ERROR,-1,16:33:01
cristalgraf.com.br,cristalgrafdigital,2754,16:33:10
sellerstore.com.br,sellerstore.oficial,-1,16:33:32
baratoaki.com,baratoaki_com,35,16:34:00
estoqueinformatica.com.br,estoqueinformatica,664,16:34:23
bravostore.com.br,ERROR_INSTAGRAM,-1,16:34:44
safaribrasil.com.br,ERROR,-1,16:34:54
magicshop.com.br,ERROR,-1,16:35:04
stellaguimaraes.com.br,ERROR_DOMAIN,-1,16:35:10
abecafe.com.br,abecafeespecias,-1,16:35:18
tudomaisbarato.com.br,ERROR,-1,16:35:43
bijouly.com.br,bijouly_acessorios,28000,16:35:47
icevirtual.com.br,dentalicevirtual,22000,16:36:10
ranchcountry.com.br,ranchcountry,16000,16:36:33
soufadesign.com,sou.fadesign,18000,16:36:57
maisoncasafreitas.com.br,maisoncasafreitas,47000,16:37:20
joingames.com.br,ERROR_INSTAGRAM,-1,16:37:42
tena.cl,ERROR_INSTAGRAM,-1,16:37:48
goldgames.com.br,ERROR_INSTAGRAM,-1,16:37:54
fator5.net,fator5perfumes,794,16:38:02
allwines4u.com,ERROR_INSTAGRAM,-1,16:38:24
maryas.com.br,maryas_telma,89,16:38:31
caribebrasil.com,caribebrasil,124000,16:38:59
semearte.com,ERROR,-1,16:39:25
idcards.com.br,idcardssolucoes,390,16:39:33
mod.com.br,lojamod,63000,16:39:58
bonecasquel.com,bonecasquel,13000,16:40:21
admirestore.com.br,admirestore,12000,16:40:40
serralheriasantaefigenia.com,serralheriasantaefigeni,-1,16:40:57
italmex.com.br,ERROR_INSTAGRAM,-1,16:41:18
pollarennon.com.br,pollarennon,13000,16:41:26
tenisparatenis.com.br,loja_tenisparatenis,1140,16:41:49
vivavinho.com.br,vivavinho.oficial,19000,16:42:13
donnagata.com,ERROR,-1,16:42:28
skinstore.com.br,ERROR,-1,16:42:34
mandalaesoterica.com.br,ERROR_INSTAGRAM,-1,16:42:35
aindustria.com.br,ERROR_INSTAGRAM,-1,16:42:42
flish.com.br,ERROR,-1,16:42:52
millicent.com.br,ERROR_INSTAGRAM,-1,16:42:58
agshop.com.br,ERROR,-1,16:43:08
madmais.com.br,madmaismadeiras,5486,16:43:16
laffichework.com,laffiche_uniformes,1970,16:43:39
losreyes.com.br,ERROR_DOMAIN,-1,16:44:00
donafada.com.br,oficialdonafada,10000,16:44:08
lojacapricho.com,lojacaprichooficial,414,16:44:27
tudoparamotos.com.br,tudoparamoto27,52,16:44:51
mercadocapixaba.com.br,ERROR_INSTAGRAM,-1,16:45:12
encheocopo.com,encheocopooficial,6012,16:45:15
kingbrasil.com.br,kingbrasiloficial,166000,16:45:39
megasex.com.br,ERROR_DOMAIN,-1,16:46:00
oimercado.com.br,ERROR_INSTAGRAM,-1,16:46:06
studiomartareis.com,martareis_oficial,12000,16:46:11
limaplast.com.br,limaplast_embalagens,2581,16:46:34
lojasfranca.com.br,lojasfranca,-1,16:46:51
toybaby.com.br,toybabybrinquedos,176,16:47:16
karinhosa.com.br,karinhosa_revendedora,62,16:47:40
balionline.com.br,bali.lojaonline,11000,16:48:03
ledsol.com.br,ERROR,-1,16:48:24
anareborn.com.br,anareborn,44000,16:48:37
designexpresss.com.br,design_expresss,662,16:49:00
dascor.com.br,dascortintas,447,16:49:23
lojapapeli.com,papelipapelaria,21000,16:49:46
surf-x.com.br,ERROR_INSTAGRAM,-1,16:50:07
viaceleste.com.br,ERROR,-1,16:50:17
gsxshoes.com,gsxshoesbr,12000,16:50:22
realcemodas.com,realcemodas388,1673,16:50:45
gardenstore.com.br,ERROR,-1,16:51:10
casaraolustres.com.br,casarao_lustres,21000,16:51:17
papercolor.com.br,ERROR,-1,16:51:42
rominformatica.com.br,ERROR_INSTAGRAM,-1,16:51:49
portabanners.com.br,semco.expositores,998,16:51:56
lmrepresentacoes.com.br,ERROR_INSTAGRAM,-1,16:52:18
nozellaprodutos.com.br,ERROR_INSTAGRAM,-1,16:52:24
blucard.com.br,ERROR_INSTAGRAM,-1,16:52:24
lecoshop.com.br,ERROR_INSTAGRAM,-1,16:52:30
spgeo.com.br,spgeo,1249,16:52:38
aranda.com.br,arandabrasil,244,16:53:00
vplanet.com.br,@vplanet,-1,16:53:27
faletelecom.com,ERROR,-1,16:53:53
pecashop.com.br,pecashop.com.br,386,16:53:57
stiloart.com.br,ERROR_INSTAGRAM,-1,16:54:18
patriciamaria.com.br,ERROR,-1,16:54:23
aromadossentidos.com.br,ERROR_DOMAIN,-1,16:54:29
zonacountry.com.br,zonacountry,104000,16:54:37
maxilit.com.br,lojamaxilit,2414,16:54:56
globalserver.com.br,ERROR_INSTAGRAM,-1,16:55:14
tombesi.com.br,ERROR_INSTAGRAM,-1,16:55:20
sonatta.com.br,ERROR_INSTAGRAM,-1,16:55:22
softpurificador.com.br,purificadorsoft,2543,16:55:30
topdistribuidor.com,top.distribuidora.tabacaria,73,16:55:52
shameless.com.br,ERROR,-1,16:56:17
madoxx.com.br,emporiomadoxx,435,16:56:25
farmaciacampos.com.br,camposmanipulacao,7595,16:56:43
bestparts.com.br,best.parts.pecas,104,16:57:06
teclacerta.com.br,tecla.certa,-1,16:57:29
akordar.com.br,ERROR_INSTAGRAM,-1,16:57:51
importfest.com.br,ERROR_INSTAGRAM,-1,16:57:58
rmmaquinas.com,ERROR_INSTAGRAM,-1,16:58:09
gamesalvo.com,ERROR,-1,16:58:09
setoutlet.com,ERROR_DOMAIN,-1,16:58:16
imovinvest.com.br,ERROR_INSTAGRAM,-1,16:58:22
petuau.com.br,petuau.oficial,623,16:58:31
capobiango.com.br,ERROR_INSTAGRAM,-1,16:58:53
sanmotos.com.br,sanmotos.ltda,3288,16:58:55
editoraluzdomundo.com.br,ERROR_INSTAGRAM,-1,16:59:11
americantexas.com.br,americantexass,9612,16:59:19
contadorbr.com,ERROR_DOMAIN,-1,16:59:41
gabay.com.br,ERROR,-1,16:59:52
movelli.com.br,movellimesasecadeiras,589,16:59:59
cocoseco.com.br,ERROR,-1,17:00:24
smartvibe.com.br,ERROR,-1,17:00:24
njeans.com.br,ERROR,-1,17:00:34
temostudo.net,ERROR_INSTAGRAM,-1,17:00:41
gpaza.com.br,gpaza01,-1,17:00:48
artesanativa.com,loja.artesanativa,1426,17:01:06
nerdbrasil.com.br,nerdbrasiladesivos,-1,17:01:34
clubedocelular.com.br,ERROR_DOMAIN,-1,17:01:55
ibags.com.br,ibags.brasil,1947,17:02:03
magmagames.com.br,ERROR,-1,17:02:29
lokfestas.com.br,lokfestascampinas,5035,17:02:36
yuzo.com.br,yuzodecoracoes,138000,17:02:55
netsuplementos.com.br,ERROR_INSTAGRAM,-1,17:03:16
coralli.com.br,corallijoias,8099,17:03:23
silvacampos.com.br,silvacampos_esportes,-1,17:03:42
bluedolphin.com.br,bluedolphin.com.br?igshid=br5pjmg7mi0v,1927,17:04:04
jokenpo.com,jokenpo,17000,17:04:27
botasonline.com.br,ERROR_DOMAIN,-1,17:04:48
amorequestre.com,amor.equestre,4235,17:04:58
kmimportacoes.com,ERROR,-1,17:05:23
arteeresina.com,arteeresinaesculturas,2,17:05:30
leitefacil.com.br,leitefaciloficial,989,17:05:54
essenciadabeleza.com.br,ERROR,-1,17:06:09
finelli.com.br,finelliprodutosquimicos,607,17:06:17
lecoqsportif.com.br,lecoqsportifbra,23000,17:06:39
carolinamartori.com.br,carolinamartori,45000,17:07:01
agnusdei.com.br,agnusdei1997,47000,17:07:24
cadarlastic.com.br,Cadarlastic,910,17:07:46
mazzolindifiori.com.br,mazzolindi_fiori,907,17:08:09
sopensanaquilo.com.br,ERROR,-1,17:08:34
joacel.com.br,joacel_distribuidora,118,17:08:42
belasjoias.com.br,ERROR,-1,17:08:57
kookabu.com.br,kookabukids,98000,17:09:06
magazinecar.com.br,ERROR,-1,17:09:31
laimportados.com,ERROR_DOMAIN,-1,17:09:37
charada.com.br,charada_conceito,274000,17:09:45
rosavalverde.com.br,rosavalverde,43000,17:10:08
bestcases.com.br,ERROR,-1,17:10:33
speedparts.com.br,speedpartsdistribuidora,5228,17:10:41
debuenas.com,ERROR_DOMAIN,-1,17:11:02
sunnype.com.br,sunnypebr,362,17:11:10
formatonet.com.br,formatonet,255,17:11:32
nutriform.com.br,nutriform,21000,17:11:55
bebidaspremium.com.br,bebidaspremium,20000,17:12:17
anapaulacastro.com.br,@anapaulacastro1,-1,17:12:40
winefox.net,ERROR,-1,17:12:57
ekobrazil.com,ekobrazil,2004,17:13:01
omelium.com,ERROR_INSTAGRAM,-1,17:13:22
ipanemabrasil.com.br,ipanema.brasil,134,17:13:30
homeney.com,homeneyacabamentos,119,17:13:57
caste.com.br,ERROR,-1,17:14:22
siqueirainfo.com.br,ERROR_INSTAGRAM,-1,17:14:28
otlin.com.br,ERROR_INSTAGRAM,-1,17:14:35
cavewines.com.br,cave.wines,1034,17:14:42
avermediabrasil.com.br,avermediabr,-1,17:15:05
migranet.com.br,migranetdiscos,-1,17:15:27
mpkids.com.br,MPKIDSOFICIAL,2921,17:15:50
clubprint.com.br,clubprintoficial,3660,17:16:12
lovme.com.br,USELOV.ME,483,17:16:35
casademulher.net,casa.de.mulher,21000,17:16:59
belezasaude.com.br,belezasaudeloja,6043,17:17:22
xdream.com.br,ERROR,-1,17:17:47
compaper.com.br,compaperatelie,790,17:17:55
ruah.me,ERROR_INSTAGRAM,-1,17:18:11
nanamarie.com.br,nanamarieoficial,55000,17:18:19
silt.com.br,ERROR,-1,17:18:35
lablar.com.br,ERROR_DOMAIN,-1,17:18:41
potenciallaser.com,ERROR_INSTAGRAM,-1,17:18:50
educashop.com.br,ERROR_INSTAGRAM,-1,17:18:57
lojarapido.com.br,ERROR_DOMAIN,-1,17:19:03
stylingrock.com,bknd_sunwear,25000,17:19:13
areasports.com.br,useareasports,6287,17:19:36
durmabemcolchoes.com.br,durmabem_colchoes,3202,17:19:59
tocandoavida.com.br,tocandoavidacr,712,17:20:22
sulportas.com,ERROR_INSTAGRAM,-1,17:20:44
simsenhorita.com,sim_senhorita_,-1,17:20:47
farmaciatotal.com.br,nufarmabr,33,17:21:06
kitsonline.com.br,ERROR,-1,17:21:31
tomenacaneca.com.br,ERROR,-1,17:21:41
victoriasayeg.com,victoriasayeg,90000,17:21:44
housetronic.com.br,ERROR,-1,17:22:09
ateliecom.com,ERROR,-1,17:22:17
fast-cut.com,ERROR_INSTAGRAM,-1,17:22:24
vivendadasflores.com.br,vivendadasflores_,4368,17:22:32
lojaaube.com,aubebolsas,8143,17:22:56
depositospina.com.br,depositospina,1042,17:23:19
ecopetlar.com.br,ecopetlar,567,17:23:43
velomoto.com.br,velomoto_parts,-1,17:24:06
griffeonline.com.br,ERROR,-1,17:24:31
waveex.com.br,waveexbrasil,6441,17:24:38
fletcher.com.br,fletcherarqueria,575,17:25:02
paixaonatural.com.br,paixaonaturaloficial,-1,17:25:25
designgrafica.com.br,designgrafica.bh,97,17:25:48
maharani.com.br,#lojamaharani_liacvfranco,-1,17:26:05
sabordaamazonia.com,store.sabordaamazonia,-1,17:26:29
aquecedoragassp.com.br,multiaquecedores,638,17:26:47
federalciclo.com.br,federalciclo,4505,17:27:09
marcenariareal.com,ERROR_INSTAGRAM,-1,17:27:31
achords.com.br,ERROR_INSTAGRAM,-1,17:27:37
bebeboo.com.br,ERROR_DOMAIN,-1,17:27:43
espacogames.com.br,espaco.games,6867,17:27:50
andradeshops.com.br,andradeshops,147,17:28:13
ricreare.com.br,ricrearesite,41000,17:28:36
artemaiz.com,artemaiz,1603,17:29:00
popartdesign.com.br,ERROR,-1,17:29:25
topwines.com.br,topwinesoficial,24000,17:29:33
ladyb.com.br,souladyb,15000,17:29:55
skinhealth.com.br,skinhealthbrasil,91000,17:30:13
capasdecelular.com,ERROR,-1,17:30:38
parajua.com.br,bombonsparajua,516,17:30:46
bonicar.com.br,ERROR_INSTAGRAM,-1,17:31:07
missjam.com.br,missjam,609,17:31:15
tech-display.net,ERROR,-1,17:31:30
ostentacaojoias.com,ostentacaojoias,94000,17:31:38
alphaimports.com.br,AlphaImports_BR1,-1,17:32:00
maxibrindes.com.br,maxibrindes,1498,17:32:23
volvopecas.com.br,volvocaminhoes,255000,17:32:41
homemsocial.com.br,ERROR,-1,17:33:07
tryvendas.com.br,tryairsoft,52000,17:33:14
mactele.com.br,ERROR_INSTAGRAM,-1,17:33:35
jovemprofeta.com.br,ministeriomissionariostore,199,17:33:43
filafil.com.br,filafil,64000,17:34:06
schneiders.com.br,schneidersfitness,105,17:34:29
jotafernandes.com.br,ERROR_INSTAGRAM,-1,17:34:50
sebodosgames.com,sebodosgames,1272,17:34:57
bosstore.com.br,bosstore.br,6789,17:35:21
scjeans.com.br,ERROR_DOMAIN,-1,17:35:42
dikaren.com.br,dikarenbr,1436,17:35:49
sintesesolucoes.com.br,p,-1,17:36:07
studio1000.com.br,ERROR_DOMAIN,-1,17:36:28
liquida.me,ERROR,-1,17:36:28
nanibaby.com.br,nanibabybaby,11000,17:36:37
borabeach.com.br,ERROR,-1,17:37:02
identidadesecreta.com,ERROR,-1,17:37:13
lumipro.com.br,ERROR_INSTAGRAM,-1,17:37:19
londrishop.com.br,londrishop,171,17:37:26
pecasparatratores.com,ERROR_INSTAGRAM,-1,17:37:48
nixbaby.com,ERROR_INSTAGRAM,-1,17:37:54
magaiver.com.br,ERROR_INSTAGRAM,-1,17:38:01
playmart.com.br,playmart_,307,17:38:08
exterminadordegordura.com,team_exterminadordegordura,34000,17:38:31
makine.com.br,ERROR_INSTAGRAM,-1,17:38:53
arteportodaparte.com,ERROR,-1,17:39:03
isinaliza.com,isinaliza,873,17:39:16
nenca.com.br,nencadecoracoes,-1,17:39:39
genesisti.com,ERROR_INSTAGRAM,-1,17:39:55
vidolce.com.br,vidolce_chocolates,11000,17:40:03
utifacil.com.br,utifacil,143000,17:40:26
maxware.com.br,ERROR_INSTAGRAM,-1,17:40:43
pemania.com.br,pemaniacalcados,5484,17:40:51
mobilarmoveis.com.br,ERROR_INSTAGRAM,-1,17:41:13
moedarara.com.br,moedararanumismatica,225,17:41:22
soumaria.com.br,soumariacosmeticos,4112,17:41:44
cortinasparasala.com.br,ERROR_INSTAGRAM,-1,17:42:05
amoveis.com.br,amoveisbr,1326,17:42:14
giftpresentes.com,ERROR_INSTAGRAM,-1,17:42:35
cortuba.com.br,ERROR_INSTAGRAM,-1,17:42:41
vitalflora.com.br,vitalflora,5239,17:42:49
wolffcafe.com.br,wolff_cafe,53000,17:43:07
lojadotecnico.com.br,ERROR_INSTAGRAM,-1,17:43:28
sendmestore.com.br,ERROR_INSTAGRAM,-1,17:43:34
toquefinal.com.br,@toquefinalgasometro,-1,17:43:42
4home.com.br,loja4home,211,17:44:04
docemalicia.com.br,docemaliciia,30000,17:44:27
fullnew.com.br,ERROR,-1,17:44:52
hpsports.com.br,Hpsports21,937,17:45:00
sapatino.net,sapatinocalcados,1823,17:45:23
hrinformatica.net,hrinformaticaoficial,2554,17:45:46
benluz.com.br,benluzled,718,17:46:14
jpsuprimentos.com,ERROR_DOMAIN,-1,17:46:30
jomat.com.br,jomatmadeiras,2908,17:46:40
nntech.com.br,ERROR_DOMAIN,-1,17:47:01
fabricadetenis.com.br,ERROR_INSTAGRAM,-1,17:47:07
apremium.com.br,apremium.com.br,1097,17:47:15
sapatocerto.com.br,ERROR_INSTAGRAM,-1,17:47:36
revivaviver.com,revivaviver,1026,17:47:44
meupcnovo.com.br,ERROR_INSTAGRAM,-1,17:48:06
livimotoparts.com,livimotoparts,1629,17:48:14
margutti.com.br,ERROR_INSTAGRAM,-1,17:48:35
mobiliarioparalaboratorio.com.br,ERROR_INSTAGRAM,-1,17:48:41
scaldare.com.br,ERROR_INSTAGRAM,-1,17:48:47
bordadosdetobias.com,bordadosdetobias,4484,17:48:56
nicolycozinha.com.br,nicolycozinhaibitinga,27000,17:49:19
chezmarie.com.br,chez.marie_,695,17:49:41
menteemfoco.com,ERROR_DOMAIN,-1,17:50:02
virtualeletro.net,ERROR_DOMAIN,-1,17:50:09
univisao.com.br,ERROR_DOMAIN,-1,17:50:15
shopptudo.com.br,shopptudo,17,17:50:18
jetbras.com.br,jetbras,831,17:50:40
luminara.com.br,ERROR_DOMAIN,-1,17:51:01
nicastore.com.br,ERROR,-1,17:51:01
cupcases.com.br,ERROR_DOMAIN,-1,17:51:07
piscinasflorianopolis.com,cristaldaguapiscinas,2882,17:51:15
delfrance.com.br,delfrance_,4688,17:51:33
casideal.com.br,casidealcalcados,81,17:51:55
labotella.com.br,labotella_ipanema,3233,17:52:18
iwc.com.br,iwcwatches,2000000,17:52:35
kidz.com.br,kids.brasil_oficial,34000,17:52:52
campware.com.br,ERROR_INSTAGRAM,-1,17:53:14
bomebarato.com.br,ERROR_INSTAGRAM,-1,17:53:15
nortecenter.com.br,@nortcente,-1,17:53:23
universalvidroseacessorios.com,ERROR,-1,17:53:48
d4patas.com,ERROR,-1,17:53:58
magiadaarte.com.br,magia_da_arte,20000,17:54:06
pollys.com.br,pollysloja,2384,17:54:29
sapatosmasculino.com,ERROR,-1,17:54:44
eletricavirtual.com.br,ERROR_INSTAGRAM,-1,17:54:50
smartgr.com.br,smartgrbr,94000,17:54:54
upstores.com.br,ERROR,-1,17:55:19
freso.com.br,fresooficial,37000,17:55:23
souvenircuritiba.com.br,ERROR_INSTAGRAM,-1,17:55:44
azimports.com.br,ERROR_DOMAIN,-1,17:55:50
jowstore.com.br,jowstoreofc,800,17:55:54
techfix.com.br,ERROR_INSTAGRAM,-1,17:56:15
dermafine.com.br,dermafine.oficial,1162,17:56:23
mdecoracoes.com.br,loja.mdecoracoes,61,17:56:45
arquiteturadamoda.com.br,arquiteturadamoda,22000,17:57:02
personnalize.com.br,ERROR,-1,17:57:27
rituale.com.br,ERROR,-1,17:57:27
genoveva.com.br,genovevakids,7717,17:57:36
brazilstamps.com.br,ERROR_INSTAGRAM,-1,17:57:57
bonecadepapel.com,bonecadepapel,5999,17:58:06
koji.com.br,ERROR_INSTAGRAM,-1,17:58:27
ornarium.com.br,ERROR,-1,17:58:37
inffinita.com,byinffinita,50000,17:58:45
musicalpresentesonline.com.br,musicalpresentesipatinga,4147,17:59:09
2c2bags.com,2c2bags,10000,17:59:33
mascatte.com,_laquesabe_,3894,18:00:01
mbags.com.br,ERROR_INSTAGRAM,-1,18:00:22
eletrum.com.br,eletrum,13000,18:00:30
jardimexotico.com.br,jardimexotico,156000,18:00:52
vendato.com.br,ERROR_INSTAGRAM,-1,18:01:16
omundodassapatilhas.com.br,omundodassapatilhas,347000,18:01:24
autocorerobotica.com.br,ERROR_INSTAGRAM,-1,18:01:45
bronxtattoo.com.br,bronxtatuaria,23000,18:01:48
stonedshop.com.br,stonedshop,129000,18:02:06
sementerara.com.br,ERROR_INSTAGRAM,-1,18:02:28
compumarket.com.py,compumarketpy,55000,18:02:36
lymbrasil.com.br,ERROR_DOMAIN,-1,18:02:52
gtmax3d.com.br,gtmax3d,25000,18:02:59
kibellababy.com.br,kibellababy.com.br,-1,18:03:22
sierratatical.com.br,ERROR_INSTAGRAM,-1,18:03:43
donalcides.com.br,donalcides,51000,18:03:46
semaanpari.com.br,semaan.pari,2439,18:04:03
reidavenda.com.br,ERROR_DOMAIN,-1,18:04:23
bbprostore.cl,bbprostore.cl,35000,18:04:27
afreguesia.com.br,ancoraoffices,1585,18:04:49
stampgrafcamisetas.com.br,ERROR_INSTAGRAM,-1,18:05:06
gnautomacao.com.br,gnautomacao,529,18:05:14
vestindoamesa.com.br,vestindoamesa,285000,18:05:36
bierbaum.com.br,CervejariaBierbaum,39000,18:05:53
editorajeovanissi.com.br,jeovanissieditora,1387,18:06:16
shopzali.com.br,zali_swim,41000,18:06:39
editoranovaacropole.com.br,ERROR_INSTAGRAM,-1,18:07:00
dihair.com.br,dihairoficial,14000,18:07:08
caferacerpneus.com.br,ERROR_INSTAGRAM,-1,18:07:29
wsfrotamix.com.br,wsfrotamixatacadista,15000,18:07:37
pethiflex.com.br,pethiflex,222,18:08:01
aventurabrasilrs.com.br,aventurabrasilrs,294,18:08:23
loveboard.com.br,loveboard,7907,18:08:41
lojaacaminhodaluz.com.br,tvacaminhodaluz,13000,18:09:03
lotusloja.com.br,lotusprodutos,5428,18:09:28
farmaciasconviva.com.br,farmaciasconvivaoficial,14000,18:09:47
lojapfd.com.br,profetasdadanca,15000,18:10:10
bombashopping.com.br,bombashopping,2645,18:10:33
armazemcastelo.com.br,casteloalimentos,37000,18:10:56
comafra.com.br,ERROR_INSTAGRAM,-1,18:11:16
mazzadf.com.br,ERROR_DOMAIN,-1,18:11:22
dimonechocolates.com.br,dimonechocolates,2686,18:11:31
aprateleira.com.br,ekroaprateleira,682,18:11:53
lojacaos.com.br,ERROR,-1,18:12:18
belpaoliello.com.br,loja_belpaoliello,4953,18:12:26
perasstore.com.br,ERROR,-1,18:12:51
lojaamsunwear.com.br,amsunwear,4960,18:12:59
quantyvitta.com.br,ERROR_DOMAIN,-1,18:13:20
vendasmonzi.com.br,ERROR_INSTAGRAM,-1,18:13:26
methamorfosebijoux.com.br,methamorfosebijouxoficial,50000,18:13:34
rmescadas.com.br,rmescadas,177,18:13:56
taluanasports.com.br,ERROR_INSTAGRAM,-1,18:14:18
pedreiravirtual.com.br,pedreiravirtual,-1,18:14:25
farmaciaflordelis.com.br,farmaciaflordelis,7415,18:14:48
lojapottiroma.com.br,pottiroma,34000,18:15:10
thfitness.com.br,ERROR_DOMAIN,-1,18:15:31
leticiagonzaga.com.br,leticiagonzagabrasilia,14000,18:15:39
mercadinhossaoluiz.com.br,mercadinhossaoluiz,128000,18:16:02
lojamarombada.com.br,lojamarombada,-1,18:16:25
medflexonline.com.br,medflex_online,804,18:16:48
graficalizotti.com.br,ERROR_INSTAGRAM,-1,18:17:09
makferr.com.br,makfermarica,345,18:17:17
merlindistribuidora.com.br,merlindistribuidora,7435,18:17:40
brasillaser.com.br,brasillaser,70000,18:18:06
iapcosmeticos.com.br,iap_cosmeticos,334000,18:18:28
decoracaofotografica.com.br,decoracaofotografica,434,18:18:50
netsuprimentos.com.br,netsuprimentos,7416,18:19:09
chapeueestilo.com.br,chapeueestilo,270000,18:19:33
pessanka.com.br,pessanka.vilson.kotviski,1403,18:19:55
azulvitaminasesuplementos.com.br,ERROR_INSTAGRAM,-1,18:20:17
dafrutaaodoce.com.br,ERROR_INSTAGRAM,-1,18:20:18
primecolchoes.com.br,ERROR_DOMAIN,-1,18:20:23
reidasfitas.com.br,reidasfitas.com.br,650,18:20:31
editorasobretudo.com.br,ERROR_INSTAGRAM,-1,18:20:52
moveiszapp.com.br,zappmoveis,3235,18:21:00
brcontroll.com.br,brcontroll,138,18:21:22
centerpanavision.com.br,ERROR_INSTAGRAM,-1,18:21:43
mrtouch.com.br,mrtouchbr,25000,18:21:51
focusatacadista.com.br,focusatacadista,300,18:22:15
mixervas.com.br,ERROR,-1,18:22:40
boutiquedocorpocosmeticos.com.br,boutiquedocorpo,11000,18:22:49
casavantim.com.br,casavantim,1534,18:23:16
cafecajuba.com.br,cafecajuba,26000,18:23:39
ourimadeiras.com.br,ourimadeirascasaconstrucao,8195,18:24:03
bombautostore.com.br,bombautostore,2487,18:24:22
suporteuniversal.com.br,suporte_tfix,2571,18:24:45
maisquepele.com.br,ERROR_INSTAGRAM,-1,18:25:01
produtosperuanos.com.br,produtosperuanos,590,18:25:08
sexshopcastelodosprazeres.com.br,castelodosprazeres,815,18:25:31
trihydral.com.br,trihydral,-1,18:25:53
queridoestilo.com.br,ERROR_DOMAIN,-1,18:26:10
lojaditoca.com.br,ERROR_INSTAGRAM,-1,18:26:16
leograficabh.com.br,leograficabh,3947,18:26:24
pradocalcados.com.br,ERROR_DOMAIN,-1,18:26:40
guterink.com.br,ERROR_INSTAGRAM,-1,18:26:47
rogerstenis.com.br,ERROR,-1,18:26:52
lojamicroibi.com.br,microibi,347,18:27:00
equipamentosfh.com.br,ERROR_INSTAGRAM,-1,18:27:22
garotafashion.com.br,garotafashionmf,-1,18:27:30
brogliobrinquedos.com.br,brogliobrinquedos,6300,18:27:48
reidoaluminio.com.br,reidoaluminiooficial,867,18:28:11
floresparavelorioabc.com.br,ERROR_INSTAGRAM,-1,18:28:32
helpalarmes.com.br,ERROR_INSTAGRAM,-1,18:28:32
irobotloja.com.br,irobotbrasil,52000,18:28:40
atacadoparasexshop.com.br,catelanatacado,707,18:29:03
larsenbrasil.com.br,larsenbrasil@gmail.com,-1,18:29:25
woodprime.com.br,ERROR_INSTAGRAM,-1,18:29:47
montesiaokids.com.br,ERROR,-1,18:29:57
malteearte.com.br,malteearte,4970,18:30:06
nexttime.com.br,nexttimeoficial,2396,18:30:29
editoraella.com.br,editoraella,3495,18:30:52
onestoremarisol.com.br,ERROR,-1,18:31:12
photobrindes.com.br,photobrindes,226,18:31:20
crossculture.com.br,crossculturestore,-1,18:31:42
classeacolchoes.com.br,ERROR_INSTAGRAM,-1,18:32:00
senhordamoda.com.br,senhordamoda,103000,18:32:08
terraminascosmeticos.com.br,ERROR_DOMAIN,-1,18:32:28
leboh.com.br,leboh_oficial,68000,18:32:36
tonsedons.com.br,ERROR_DOMAIN,-1,18:32:57
shopdorelogio.com.br,ERROR_INSTAGRAM,-1,18:33:04
tresset.com.br,tresset,17000,18:33:12
premieriluminacao.com.br,ERROR_DOMAIN,-1,18:33:38
megustaveg.com.br,megustaveg,3001,18:33:46
tudoparavan.com.br,novatrentinovan,4386,18:34:10
polux.com.co,polux_suministros,1379,18:34:33
lojasbrilhante.com.br,lojasbrilhante,1592,18:34:51
maniastore.com.br,ERROR_INSTAGRAM,-1,18:35:13
dmc3shop.com.br,ERROR_INSTAGRAM,-1,18:35:24
mazzaedicoes.com.br,mazzaedicoes,5676,18:35:29
selariacavalorei.com.br,selariacavalorei,33000,18:35:54
numerosdecasas.com.br,ERROR_INSTAGRAM,-1,18:36:16
aminhalista.com.br,ERROR,-1,18:36:26
oticasverao.com.br,ERROR,-1,18:36:36
funshop.com.br,funshop_br,1184,18:36:45
agenciaemporium.com.br,ERROR_INSTAGRAM,-1,18:37:03
compreadeliamendonca.com.br,adeliamendoncaoficial,47000,18:37:11
joiasarts.com.br,joiasarts,13000,18:37:34
cafedaorigem.com.br,cafedaorigem,48000,18:37:55
gardencenterblumenau.com.br,gardencenterblumenau,5090,18:38:13
mindhealth.com.br,mindhealth_br,412,18:38:35
lojajelcompras.com.br,lojajelcompras,3954,18:38:59
mariapulseira.com.br,Mariapulseira.mapu,8694,18:39:22
clsvirtual.com.br,clsvirtual,310,18:39:45
topaventura.com.br,topaventura,3638,18:40:07
laviejoias.com.br,laviejoiasoficial,8029,18:40:30
bompreco.com.br,bigbomprecooficial,251000,18:40:53
rotaxoffroad.com.br,ERROR_INSTAGRAM,-1,18:41:15
autolojapneus.com.br,autolojapneus,195,18:41:23
pandoramusicshop.com.br,pandoramusicshop,2474,18:41:46
lojalimppano.com.br,limppano,101000,18:42:04
pscamisetas.com.br,pscamisetasoficial,775,18:42:26
cachacarefazenda.com.br,ERROR_INSTAGRAM,-1,18:42:47
bazis.com.br,ERROR_INSTAGRAM,-1,18:42:54
amocanecas.com.br,lojaamocanecas,5320,18:43:01
kesttou.com.br,kesttou,79000,18:43:20
beard.com.br,beard.seuestilo,47000,18:43:37
